"year","indicator","values","trend_type","labels","yAxisLabels","min","values_temp","values_all_else"
1986,"x12_international_tourism_world",327.8,"Socio-economic Trends","International Tourism","mn arrivals",NA,327.8,327.8
1987,"x12_international_tourism_world",357.6,"Socio-economic Trends","International Tourism","mn arrivals",NA,357.6,357.6
1988,"x12_international_tourism_world",384.1,"Socio-economic Trends","International Tourism","mn arrivals",NA,384.1,384.1
1989,"x12_international_tourism_world",406.2,"Socio-economic Trends","International Tourism","mn arrivals",NA,406.2,406.2
1990,"x12_international_tourism_world",434.5,"Socio-economic Trends","International Tourism","mn arrivals",NA,434.5,434.5
1991,"x12_international_tourism_world",432.7,"Socio-economic Trends","International Tourism","mn arrivals",NA,432.7,432.7
1992,"x12_international_tourism_world",471.5,"Socio-economic Trends","International Tourism","mn arrivals",NA,471.5,471.5
1993,"x12_international_tourism_world",486.1,"Socio-economic Trends","International Tourism","mn arrivals",NA,486.1,486.1
1994,"x12_international_tourism_world",507.5,"Socio-economic Trends","International Tourism","mn arrivals",NA,507.5,507.5
1995,"x12_international_tourism_world",527.7,"Socio-economic Trends","International Tourism","mn arrivals",NA,527.7,527.7
1996,"x12_international_tourism_world",560.6,"Socio-economic Trends","International Tourism","mn arrivals",NA,560.6,560.6
1997,"x12_international_tourism_world",586.4,"Socio-economic Trends","International Tourism","mn arrivals",NA,586.4,586.4
1998,"x12_international_tourism_world",602.5,"Socio-economic Trends","International Tourism","mn arrivals",NA,602.5,602.5
1999,"x12_international_tourism_world",624.9,"Socio-economic Trends","International Tourism","mn arrivals",NA,624.9,624.9
2000,"x12_international_tourism_world",674.5,"Socio-economic Trends","International Tourism","mn arrivals",NA,674.5,674.5
2001,"x12_international_tourism_world",673.9,"Socio-economic Trends","International Tourism","mn arrivals",NA,673.9,673.9
2002,"x12_international_tourism_world",693.9,"Socio-economic Trends","International Tourism","mn arrivals",NA,693.9,693.9
2003,"x12_international_tourism_world",682.8,"Socio-economic Trends","International Tourism","mn arrivals",NA,682.8,682.8
2004,"x12_international_tourism_world",753.4,"Socio-economic Trends","International Tourism","mn arrivals",NA,753.4,753.4
2005,"x12_international_tourism_world",798,"Socio-economic Trends","International Tourism","mn arrivals",NA,798,798
2006,"x12_international_tourism_world",842.2,"Socio-economic Trends","International Tourism","mn arrivals",NA,842.2,842.2
2007,"x12_international_tourism_world",897.7,"Socio-economic Trends","International Tourism","mn arrivals",NA,897.7,897.7
2008,"x12_international_tourism_world",916.8,"Socio-economic Trends","International Tourism","mn arrivals",NA,916.8,916.8
2009,"x12_international_tourism_world",882.1,"Socio-economic Trends","International Tourism","mn arrivals",NA,882.1,882.1
1750,"x1_carbon_dioxide_carbon_dioxide_ppm",276.8106,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.8106,276.8106
1751,"x1_carbon_dioxide_carbon_dioxide_ppm",276.8028,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.8028,276.8028
1752,"x1_carbon_dioxide_carbon_dioxide_ppm",276.7852,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.7852,276.7852
1753,"x1_carbon_dioxide_carbon_dioxide_ppm",276.7585,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.7585,276.7585
1754,"x1_carbon_dioxide_carbon_dioxide_ppm",276.7247,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.7247,276.7247
1755,"x1_carbon_dioxide_carbon_dioxide_ppm",276.6866,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.6866,276.6866
1756,"x1_carbon_dioxide_carbon_dioxide_ppm",276.6467,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.6467,276.6467
1757,"x1_carbon_dioxide_carbon_dioxide_ppm",276.6076,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.6076,276.6076
1758,"x1_carbon_dioxide_carbon_dioxide_ppm",276.5719,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.5719,276.5719
1759,"x1_carbon_dioxide_carbon_dioxide_ppm",276.5421,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.5421,276.5421
1760,"x1_carbon_dioxide_carbon_dioxide_ppm",276.521,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.521,276.521
1761,"x1_carbon_dioxide_carbon_dioxide_ppm",276.5111,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.5111,276.5111
1762,"x1_carbon_dioxide_carbon_dioxide_ppm",276.515,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.515,276.515
1763,"x1_carbon_dioxide_carbon_dioxide_ppm",276.5352,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.5352,276.5352
1764,"x1_carbon_dioxide_carbon_dioxide_ppm",276.5781,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.5781,276.5781
1765,"x1_carbon_dioxide_carbon_dioxide_ppm",276.6485,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.6485,276.6485
1766,"x1_carbon_dioxide_carbon_dioxide_ppm",276.7427,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.7427,276.7427
1767,"x1_carbon_dioxide_carbon_dioxide_ppm",276.8563,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.8563,276.8563
1768,"x1_carbon_dioxide_carbon_dioxide_ppm",276.9852,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,276.9852,276.9852
1769,"x1_carbon_dioxide_carbon_dioxide_ppm",277.1251,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,277.1251,277.1251
1770,"x1_carbon_dioxide_carbon_dioxide_ppm",277.2717,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,277.2717,277.2717
1771,"x1_carbon_dioxide_carbon_dioxide_ppm",277.4208,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,277.4208,277.4208
1772,"x1_carbon_dioxide_carbon_dioxide_ppm",277.5681,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,277.5681,277.5681
1773,"x1_carbon_dioxide_carbon_dioxide_ppm",277.7094,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,277.7094,277.7094
1774,"x1_carbon_dioxide_carbon_dioxide_ppm",277.8403,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,277.8403,277.8403
1775,"x1_carbon_dioxide_carbon_dioxide_ppm",277.9567,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,277.9567,277.9567
1776,"x1_carbon_dioxide_carbon_dioxide_ppm",278.054,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.054,278.054
1777,"x1_carbon_dioxide_carbon_dioxide_ppm",278.1277,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.1277,278.1277
1778,"x1_carbon_dioxide_carbon_dioxide_ppm",278.1736,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.1736,278.1736
1779,"x1_carbon_dioxide_carbon_dioxide_ppm",278.187,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.187,278.187
1780,"x1_carbon_dioxide_carbon_dioxide_ppm",278.1646,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.1646,278.1646
1781,"x1_carbon_dioxide_carbon_dioxide_ppm",278.1475,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.1475,278.1475
1782,"x1_carbon_dioxide_carbon_dioxide_ppm",278.189,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.189,278.189
1783,"x1_carbon_dioxide_carbon_dioxide_ppm",278.2867,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.2867,278.2867
1784,"x1_carbon_dioxide_carbon_dioxide_ppm",278.4339,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.4339,278.4339
1785,"x1_carbon_dioxide_carbon_dioxide_ppm",278.6241,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.6241,278.6241
1786,"x1_carbon_dioxide_carbon_dioxide_ppm",278.8506,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,278.8506,278.8506
1787,"x1_carbon_dioxide_carbon_dioxide_ppm",279.107,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,279.107,279.107
1788,"x1_carbon_dioxide_carbon_dioxide_ppm",279.3867,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,279.3867,279.3867
1789,"x1_carbon_dioxide_carbon_dioxide_ppm",279.683,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,279.683,279.683
1790,"x1_carbon_dioxide_carbon_dioxide_ppm",279.9894,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,279.9894,279.9894
1791,"x1_carbon_dioxide_carbon_dioxide_ppm",280.2993,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,280.2993,280.2993
1792,"x1_carbon_dioxide_carbon_dioxide_ppm",280.6062,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,280.6062,280.6062
1793,"x1_carbon_dioxide_carbon_dioxide_ppm",280.9035,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,280.9035,280.9035
1794,"x1_carbon_dioxide_carbon_dioxide_ppm",281.1845,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,281.1845,281.1845
1795,"x1_carbon_dioxide_carbon_dioxide_ppm",281.4434,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,281.4434,281.4434
1796,"x1_carbon_dioxide_carbon_dioxide_ppm",281.6834,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,281.6834,281.6834
1797,"x1_carbon_dioxide_carbon_dioxide_ppm",281.9142,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,281.9142,281.9142
1798,"x1_carbon_dioxide_carbon_dioxide_ppm",282.1394,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,282.1394,282.1394
1799,"x1_carbon_dioxide_carbon_dioxide_ppm",282.361,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,282.361,282.361
1800,"x1_carbon_dioxide_carbon_dioxide_ppm",282.5806,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,282.5806,282.5806
1801,"x1_carbon_dioxide_carbon_dioxide_ppm",282.7971,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,282.7971,282.7971
1802,"x1_carbon_dioxide_carbon_dioxide_ppm",283.0081,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.0081,283.0081
1803,"x1_carbon_dioxide_carbon_dioxide_ppm",283.2108,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.2108,283.2108
1804,"x1_carbon_dioxide_carbon_dioxide_ppm",283.4028,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.4028,283.4028
1805,"x1_carbon_dioxide_carbon_dioxide_ppm",283.5815,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.5815,283.5815
1806,"x1_carbon_dioxide_carbon_dioxide_ppm",283.7441,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.7441,283.7441
1807,"x1_carbon_dioxide_carbon_dioxide_ppm",283.8882,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.8882,283.8882
1808,"x1_carbon_dioxide_carbon_dioxide_ppm",284.0112,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.0112,284.0112
1809,"x1_carbon_dioxide_carbon_dioxide_ppm",284.1105,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.1105,284.1105
1810,"x1_carbon_dioxide_carbon_dioxide_ppm",284.1834,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.1834,284.1834
1811,"x1_carbon_dioxide_carbon_dioxide_ppm",284.2274,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.2274,284.2274
1812,"x1_carbon_dioxide_carbon_dioxide_ppm",284.24,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.24,284.24
1813,"x1_carbon_dioxide_carbon_dioxide_ppm",284.2184,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.2184,284.2184
1814,"x1_carbon_dioxide_carbon_dioxide_ppm",284.1602,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.1602,284.1602
1815,"x1_carbon_dioxide_carbon_dioxide_ppm",284.0638,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.0638,284.0638
1816,"x1_carbon_dioxide_carbon_dioxide_ppm",283.9359,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.9359,283.9359
1817,"x1_carbon_dioxide_carbon_dioxide_ppm",283.7868,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.7868,283.7868
1818,"x1_carbon_dioxide_carbon_dioxide_ppm",283.6267,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.6267,283.6267
1819,"x1_carbon_dioxide_carbon_dioxide_ppm",283.466,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.466,283.466
1820,"x1_carbon_dioxide_carbon_dioxide_ppm",283.3151,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.3151,283.3151
1821,"x1_carbon_dioxide_carbon_dioxide_ppm",283.1841,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.1841,283.1841
1822,"x1_carbon_dioxide_carbon_dioxide_ppm",283.0834,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.0834,283.0834
1823,"x1_carbon_dioxide_carbon_dioxide_ppm",283.0234,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.0234,283.0234
1824,"x1_carbon_dioxide_carbon_dioxide_ppm",283.0143,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.0143,283.0143
1825,"x1_carbon_dioxide_carbon_dioxide_ppm",283.0665,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.0665,283.0665
1826,"x1_carbon_dioxide_carbon_dioxide_ppm",283.1902,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.1902,283.1902
1827,"x1_carbon_dioxide_carbon_dioxide_ppm",283.3822,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.3822,283.3822
1828,"x1_carbon_dioxide_carbon_dioxide_ppm",283.5707,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.5707,283.5707
1829,"x1_carbon_dioxide_carbon_dioxide_ppm",283.7333,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.7333,283.7333
1830,"x1_carbon_dioxide_carbon_dioxide_ppm",283.865,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.865,283.865
1831,"x1_carbon_dioxide_carbon_dioxide_ppm",283.9605,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.9605,283.9605
1832,"x1_carbon_dioxide_carbon_dioxide_ppm",284.0149,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.0149,284.0149
1833,"x1_carbon_dioxide_carbon_dioxide_ppm",284.0229,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,284.0229,284.0229
1834,"x1_carbon_dioxide_carbon_dioxide_ppm",283.9861,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.9861,283.9861
1835,"x1_carbon_dioxide_carbon_dioxide_ppm",283.9318,"Earth System Trends","Carbon Dioxide","atmos. conc. ppm",NA,283.9318,283.9318
